timestamps,TP9,AF7,AF8,TP10,conc
1533222560,64.941,37.598,-58.594,29.785,0
1533222560,85.449,33.203,-23.438,28.32,0
1533222560,88.379,29.785,41.016,30.762,0
1533222560,72.754,28.809,-20.02,26.855,0
1533222560,64.941,28.32,-128.906,21.973,0
1533222560,60.547,21.973,-99.121,18.555,0
1533222560,62.5,20.02,-14.16,14.648,0
1533222560,72.754,22.461,28.32,16.602,0
1533222560,58.105,19.043,-50.293,15.137,0
1533222560,40.527,16.113,-156.25,11.719,0
1533222560,47.363,18.066,-117.188,10.742,0
1533222560,57.617,17.09,-49.316,6.836,0
1533222560,69.824,16.602,20.996,10.742,0
1533222560,70.312,18.066,34.18,15.625,0
1533222560,53.223,20.996,-94.727,14.648,0
1533222560,45.41,17.578,-109.863,14.648,0
1533222560,57.617,17.09,-26.855,14.648,0
1533222560,71.289,23.438,41.992,20.508,0
1533222560,67.871,22.461,-21.484,19.043,0
1533222560,44.434,24.414,-111.328,13.672,0
1533222560,34.668,31.25,-91.797,9.277,0
1533222560,54.688,31.25,-51.758,7.812,0
1533222560,67.871,27.344,11.719,9.766,0
1533222560,62.012,21.484,13.184,7.324,0
1533222560,45.41,25.391,-75.684,9.766,0
1533222560,35.645,34.668,-102.539,12.207,0
1533222560,40.039,32.715,-83.008,8.789,0
1533222560,55.664,31.25,7.324,12.207,0
1533222560,60.547,35.156,36.621,17.578,0
1533222560,46.387,33.691,-109.863,13.184,0
1533222560,31.25,29.297,-94.727,0.977,0
1533222560,36.133,30.273,-49.805,4.395,0
1533222560,58.594,32.227,-0.488,13.672,0
1533222560,63.965,24.902,56.641,25.391,0
1533222560,57.129,20.508,-97.168,35.645,0
1533222560,44.922,33.203,-113.77,19.043,0
1533222560,44.434,40.039,-45.898,0.977,0
1533222560,66.895,39.062,28.32,4.883,0
1533222560,79.102,39.551,49.805,11.23,0
1533222560,67.871,39.551,-58.105,7.324,0
1533222560,59.082,42.48,-107.91,12.207,0
1533222560,69.824,41.504,-84.473,20.508,0
1533222560,91.309,41.992,-15.137,27.344,0
1533222560,92.773,43.457,63.477,28.809,0
1533222560,74.219,38.574,-8.789,21.973,0
1533222560,71.289,35.156,-108.398,29.297,0
1533222560,80.566,33.691,-100.098,41.016,0
1533222560,93.262,28.809,-30.762,40.039,0
1533222560,95.703,28.809,61.523,40.527,0
1533222560,89.844,30.762,9.277,43.945,0
1533222560,75.684,29.785,-115.723,40.039,0
1533222560,74.707,35.645,-86.426,39.062,0
1533222560,89.355,33.691,12.695,41.504,0
1533222560,91.309,26.855,66.406,41.504,0
1533222560,90.332,26.367,-8.789,38.086,0
1533222560,79.102,28.809,-115.234,32.227,0
1533222560,67.871,27.344,-75.195,26.367,0
1533222560,76.172,27.344,4.883,26.367,0
1533222560,92.285,27.344,36.621,31.738,0
1533222560,91.309,24.414,-2.441,33.203,0
1533222560,70.312,21.484,-76.66,29.785,0
1533222560,66.895,22.949,-63.477,31.25,0
1533222560,72.266,24.902,-48.828,33.691,0
1533222560,77.637,23.926,38.086,32.715,0
1533222560,74.219,24.414,73.242,31.25,0
1533222560,58.594,26.855,-85.938,31.738,0
1533222560,48.828,24.902,-82.52,30.762,0
1533222560,56.152,24.902,-26.367,30.273,0
1533222560,84.473,25.879,50.781,38.086,0
1533222560,84.473,23.926,26.855,40.039,0
1533222560,61.523,21.484,-95.703,32.715,0
1533222560,57.129,21.973,-71.289,27.344,0
1533222560,63.965,25.391,-25.879,25.879,0
1533222560,81.543,22.949,53.223,31.25,0
1533222560,89.355,21.484,123.047,38.086,0
1533222560,75.684,27.344,-47.363,39.551,0
1533222560,64.941,26.367,-94.238,33.203,0
1533222560,69.824,24.414,-65.43,27.832,0
1533222560,86.914,28.32,19.043,31.25,0
1533222560,88.867,26.367,61.035,30.762,0
1533222560,67.383,31.25,-37.109,31.738,0
1533222560,50.781,28.809,-95.703,27.832,0
1533222560,54.199,17.09,-98.633,20.02,0
1533222560,71.289,19.531,25.391,22.949,0
1533222560,73.242,18.066,80.078,24.902,0
1533222560,55.176,15.137,-12.207,22.949,0
1533222560,47.852,19.531,-59.57,22.949,0
1533222560,54.199,22.461,-73.73,24.414,0
1533222560,73.242,22.461,16.602,31.25,0
1533222560,83.496,18.555,86.914,45.41,0
1533222560,71.777,13.184,-19.043,51.758,0
1533222560,47.852,25.391,-85.449,34.668,0
1533222560,36.621,35.156,-28.809,20.02,0
1533222560,62.5,31.738,49.805,27.832,0
1533222560,92.773,39.062,68.359,41.504,0
1533222560,84.961,39.062,34.18,41.992,0
1533222560,63.965,33.691,-22.461,35.156,0
1533222560,66.406,39.551,-6.836,37.598,0
1533222560,80.078,38.574,0,36.621,0
1533222560,97.168,32.227,102.051,37.109,0
1533222560,100.586,32.715,127.441,43.457,0
1533222560,79.102,32.715,-19.043,37.598,0
1533222560,71.289,33.691,-1.465,35.645,0
1533222560,83.008,36.133,58.105,33.691,0
1533222560,93.262,35.156,136.719,36.621,0
1533222560,90.332,28.32,84.961,39.062,0
1533222560,72.754,29.297,-71.289,33.691,0
1533222560,65.43,36.621,-22.949,31.25,0
1533222560,85.449,31.25,23.438,31.738,0
1533222560,106.934,27.832,92.285,36.133,0
1533222560,107.422,30.762,117.188,38.574,0
1533222560,91.309,31.25,-20.508,36.621,0
1533222560,79.102,30.762,-37.598,31.25,0
1533222560,88.867,34.668,-25.879,34.18,0
1533222560,98.633,28.809,66.895,37.109,0
1533222561,96.68,27.832,65.43,39.062,0
1533222561,85.938,36.621,-37.109,39.062,0
1533222561,65.918,34.18,-72.754,35.156,0
1533222561,76.172,36.621,-53.223,36.621,0
1533222561,98.145,39.551,68.848,38.574,0
1533222561,105.957,41.504,83.984,41.504,0
1533222561,102.539,43.457,-34.18,41.016,0
1533222561,87.402,41.992,-66.895,37.109,0
1533222561,86.426,45.898,-60.059,34.668,0
1533222561,102.539,47.852,15.137,36.133,0
1533222561,104.492,45.898,99.121,36.133,0
1533222561,97.656,48.34,13.184,37.109,0
1533222561,84.961,47.852,-75.684,37.598,0
1533222561,76.66,41.016,-55.176,29.297,0
1533222561,90.82,33.203,51.27,32.715,0
1533222561,100.098,28.809,70.801,42.969,0
1533222561,95.215,30.273,13.672,45.41,0
1533222561,90.332,37.598,-46.875,52.734,0
1533222561,79.102,37.598,-26.855,43.945,0
1533222561,80.566,34.18,-4.883,24.902,0
1533222561,94.238,36.133,67.383,29.297,0
1533222561,85.449,38.086,28.809,28.809,0
1533222561,74.707,42.48,-81.055,26.855,0
1533222561,76.66,44.922,-40.039,30.273,0
1533222561,95.703,47.363,50.293,32.715,0
1533222561,106.445,47.852,109.375,37.598,0
1533222561,101.074,48.828,14.648,36.133,0
1533222561,89.844,48.828,-104.492,33.203,0
1533222561,79.102,46.387,-53.223,31.738,0
1533222561,87.891,48.34,57.129,36.133,0
1533222561,100.586,45.898,120.117,39.551,0
1533222561,95.703,45.41,51.27,39.062,0
1533222561,82.52,48.828,-76.66,37.109,0
1533222561,73.242,47.852,-30.762,30.762,0
1533222561,80.078,49.316,-20.02,31.738,0
1533222561,87.402,48.828,51.758,35.645,0
1533222561,80.078,48.828,86.914,32.227,0
1533222561,65.43,54.199,-42.48,32.227,0
1533222561,54.688,48.828,-48.828,25.879,0
1533222561,63.965,46.875,-49.316,23.926,0
1533222561,79.59,51.27,67.383,27.832,0
1533222561,79.59,49.316,102.539,31.738,0
1533222561,66.895,51.27,-38.574,31.738,0
1533222561,53.223,50.293,-38.086,17.09,0
1533222561,56.641,45.41,-21.484,15.625,0
1533222561,72.266,46.387,50.293,26.855,0
1533222561,77.148,49.316,71.777,27.832,0
1533222561,59.57,43.457,-34.668,25.391,0
1533222561,47.852,41.016,-69.336,24.902,0
1533222561,51.27,41.016,-38.086,27.344,0
1533222561,64.941,37.598,42.969,33.691,0
1533222561,73.242,38.574,51.27,33.691,0
1533222561,65.43,38.086,-9.277,32.715,0
1533222561,57.617,38.574,-38.086,30.762,0
1533222561,62.5,41.504,-60.059,31.25,0
1533222561,77.637,37.109,-2.93,38.086,0
1533222561,90.332,32.715,88.867,45.898,0
1533222561,80.078,36.133,33.691,47.852,0
1533222561,54.688,41.504,-56.641,38.086,0
1533222561,43.945,36.621,-43.945,31.738,0
1533222561,71.777,35.645,47.363,37.109,0
1533222561,100.098,41.992,107.91,40.527,0
1533222561,96.191,42.969,3.418,36.621,0
1533222561,81.543,44.922,-87.402,36.621,0
1533222561,76.66,43.945,-9.766,40.527,0
1533222561,95.703,46.875,14.16,37.598,0
1533222561,108.398,47.363,90.332,29.297,0
1533222561,96.191,43.945,97.656,29.297,0
1533222561,76.172,42.969,-38.574,30.273,0
1533222561,66.406,41.016,-33.203,21.973,0
1533222561,76.66,39.062,5.371,20.02,0
1533222561,86.426,35.645,76.66,22.461,0
1533222561,74.219,32.227,64.941,19.043,0
1533222561,57.129,33.203,-58.105,19.531,0
1533222561,79.59,55.176,-37.598,37.598,0
1533222561,94.727,60.059,-9.277,41.504,0
1533222561,83.984,47.363,68.848,30.273,0
1533222561,76.172,43.457,97.656,27.344,0
1533222561,67.383,40.039,-41.504,21.484,0
1533222561,53.223,36.133,-46.387,19.043,0
1533222561,56.152,34.668,-14.16,20.508,0
1533222561,67.383,34.668,53.223,24.414,0
1533222561,65.918,31.738,66.406,30.762,0
1533222561,45.898,25.879,-58.105,29.785,0
1533222561,33.691,31.25,-83.008,28.32,0
1533222561,41.992,38.086,-13.184,28.809,0
1533222561,54.199,37.109,52.734,24.414,0
1533222561,55.176,36.133,24.414,25.391,0
1533222561,45.41,37.598,-57.617,29.297,0
1533222561,40.039,39.062,-34.18,19.043,0
1533222561,45.41,36.621,-44.922,10.742,0
1533222561,63.477,36.133,8.301,17.578,0
1533222561,72.754,38.574,80.566,17.578,0
1533222561,61.035,42.48,-30.273,11.23,0
1533222561,43.457,40.527,-66.895,6.348,0
1533222561,36.133,41.016,-64.453,1.465,0
1533222561,44.922,33.203,6.836,8.301,0
1533222561,59.082,20.996,117.676,16.602,0
1533222561,50.293,28.809,-11.719,9.277,0
1533222561,32.227,33.203,-114.258,-3.418,0
1533222561,43.945,36.621,-59.082,-5.371,0
1533222561,73.73,38.086,57.129,-0.488,0
1533222561,86.426,39.551,85.449,3.906,0
1533222561,67.871,41.504,-33.203,4.883,0
1533222561,48.34,43.457,-102.051,0.977,0
1533222561,39.551,39.551,-52.246,-9.277,0
1533222561,42.48,32.715,-8.789,-12.695,0
1533222561,52.734,34.18,47.852,-12.695,0
1533222561,45.41,35.156,0.488,-11.23,0
1533222561,24.902,32.227,-118.164,-4.395,0
1533222561,24.902,34.668,-94.238,-6.836,0
1533222561,41.504,36.621,-54.688,-3.906,0
1533222561,60.059,37.109,47.363,2.93,0
1533222561,62.988,39.551,29.785,6.348,0
1533222561,42.48,39.551,-95.703,3.906,0
1533222561,32.227,43.945,-68.359,6.836,0
1533222561,49.805,46.875,-14.648,18.066,0
1533222561,68.359,41.504,54.688,20.996,0
1533222561,70.801,40.527,19.531,14.648,0
1533222561,47.852,39.551,-65.918,10.254,0
1533222561,35.156,41.016,-78.613,12.695,0
1533222561,50.781,46.387,-22.461,9.277,0
1533222561,63.477,42.969,54.688,5.859,0
1533222561,61.035,37.598,3.906,12.207,0
1533222561,45.898,41.992,-47.363,10.742,0
1533222561,36.133,39.062,-45.41,-4.395,0
1533222561,38.574,36.133,-63.477,-11.23,0
1533222561,48.828,36.621,20.996,-4.395,0
1533222561,62.988,36.133,61.523,2.441,0
1533222561,51.758,36.621,-90.332,7.324,0
1533222561,36.621,35.645,-70.801,2.441,0
1533222561,51.27,38.574,-64.941,-1.465,0
1533222561,65.918,41.016,-17.09,7.324,0
1533222561,63.965,40.527,106.445,10.742,0
1533222561,54.688,39.062,-37.598,6.348,0
1533222561,43.457,36.621,-127.441,4.395,0
1533222561,50.293,38.574,-42.969,4.883,0
1533222561,67.383,38.086,18.555,0.488,0
1533222561,75.684,37.598,93.262,0.488,0
1533222561,71.289,35.645,23.438,0,0
1533222561,62.012,34.668,-104.492,-3.906,0
1533222561,59.082,38.086,-54.688,-4.883,0
1533222561,65.918,35.645,35.645,-4.883,0
1533222561,76.66,37.109,81.055,-0.488,0
1533222561,68.848,44.922,-7.812,5.371,0
1533222561,58.594,49.316,-74.219,5.371,0
1533222561,55.176,46.387,-78.613,0.977,0
1533222561,59.082,44.434,-5.371,4.395,0
1533222561,63.965,48.828,102.051,12.695,0
1533222561,58.105,52.246,14.16,20.02,0
1533222561,45.41,46.875,-74.707,16.113,0
1533222561,39.551,42.48,-99.121,10.742,0
1533222561,57.129,44.434,-28.809,15.137,0
1533222561,69.336,41.992,57.129,17.578,0
1533222561,60.547,41.016,-8.789,11.719,0
1533222561,44.434,41.504,-118.652,6.836,0
1533222561,38.086,45.41,-96.68,5.371,0
1533222561,46.387,44.434,-57.617,5.371,0
1533222561,57.129,41.016,33.691,4.395,0
1533222561,59.082,44.922,24.902,2.93,0
1533222561,50.781,48.34,-108.887,-0.488,0
1533222561,45.41,48.828,-57.617,2.441,0
1533222561,45.898,45.898,-58.594,1.465,0
1533222561,64.941,45.898,20.508,3.906,0
1533222561,72.754,50.293,104.004,8.301,0
1533222561,47.852,48.828,-54.199,5.859,0
1533222561,37.109,46.387,-94.238,1.465,0
1533222561,44.922,46.387,-28.809,-0.488,0
1533222561,65.918,48.34,51.27,3.906,0
1533222561,65.918,46.875,53.711,5.371,0
1533222561,46.387,48.828,-77.637,-0.488,0
1533222561,44.922,48.828,-108.398,-3.906,0
1533222561,52.246,44.434,-44.434,-2.441,0
1533222561,64.453,43.457,62.988,1.465,0
1533222561,68.359,43.457,118.652,6.836,0
1533222561,58.105,45.898,-42.969,10.254,0
1533222561,50.781,43.945,-98.633,13.672,0
1533222561,50.293,39.551,-53.223,12.695,0
1533222561,61.035,40.039,42.48,17.09,0
1533222561,67.383,37.598,61.035,24.902,0
1533222561,55.664,38.086,-47.852,28.32,0
1533222561,39.062,39.062,-83.984,24.414,0
1533222561,43.457,40.039,-70.801,20.996,0
1533222561,64.453,41.504,-2.93,20.996,0
1533222561,72.754,38.574,87.402,19.043,0
1533222561,80.078,47.363,3.418,29.785,0
1533222561,76.172,53.711,-109.375,42.48,0
1533222561,42.48,41.016,-46.875,17.09,0
1533222561,40.527,35.645,0.977,1.953,0
1533222561,61.523,42.969,74.707,13.184,0
1533222561,60.547,41.016,39.062,15.137,0
1533222561,56.152,33.203,-92.773,20.508,0
1533222561,45.898,29.297,-68.359,20.02,0
1533222561,47.363,25.879,12.207,18.555,0
1533222561,63.965,29.785,76.172,21.973,0
1533222561,55.664,30.762,-21.973,17.578,0
1533222561,36.621,31.738,-92.773,14.16,0
1533222561,32.227,34.668,-36.133,14.16,0
1533222561,45.41,33.203,-46.387,13.672,0
1533222561,65.43,31.25,44.434,17.578,0
1533222561,58.594,34.668,58.594,18.555,0
1533222561,43.945,37.598,-86.426,17.09,0
1533222561,42.969,39.551,-62.012,13.184,0
1533222561,46.875,45.41,-9.766,12.695,0
1533222561,55.664,52.246,55.176,18.066,0
1533222561,56.641,52.734,50.293,15.137,0
1533222561,43.945,52.734,-71.289,11.23,0
1533222561,33.691,56.152,-89.355,11.719,0
1533222561,35.156,53.711,-9.766,6.348,0
1533222561,52.246,53.223,90.332,5.859,0
1533222561,62.5,56.152,120.605,11.719,0
1533222561,48.34,51.27,-24.414,9.766,0
1533222561,38.086,49.805,-38.086,5.859,0
1533222561,41.016,45.41,-7.812,7.324,0
1533222561,56.641,46.387,61.523,16.602,0
1533222561,65.43,50.781,54.688,20.508,0
1533222561,48.828,46.387,-25.391,13.184,0
1533222561,35.156,45.41,-49.316,8.301,0
1533222561,40.527,44.922,-22.461,7.812,0
1533222561,49.805,41.992,48.828,8.789,0
1533222561,53.223,41.016,65.43,14.648,0
1533222561,40.039,41.504,1.953,14.16,0
1533222561,31.738,46.875,-31.25,14.648,0
1533222561,42.969,52.734,-23.926,19.531,0
1533222561,50.781,46.387,8.789,11.23,0
1533222561,56.152,41.992,93.262,12.695,0
1533222561,44.434,42.48,19.043,20.02,0
1533222561,22.461,39.551,-53.711,14.648,0
1533222561,16.602,35.645,-23.926,11.719,0
1533222561,34.18,36.621,42.48,16.602,0
1533222561,54.688,41.992,66.406,19.531,0
1533222561,49.805,42.969,-5.859,19.043,0
1533222561,34.18,41.016,-51.27,11.23,0
1533222561,28.809,39.062,-12.695,3.418,0
1533222561,55.176,53.223,6.836,18.555,0
1533222561,78.613,68.359,99.121,34.18,0
1533222561,68.848,63.965,100.586,29.785,0
1533222561,47.852,61.523,-48.828,20.508,0
1533222561,35.156,58.594,-52.246,9.766,0
1533222561,55.176,56.641,38.086,15.137,0
1533222561,71.289,55.664,114.746,20.02,0
1533222561,52.246,48.34,46.387,12.695,0
1533222561,36.133,50.781,-62.5,18.066,0
1533222561,29.297,49.316,-71.289,5.859,0
1533222561,33.691,42.969,3.906,-4.395,0
1533222561,52.246,42.48,102.051,4.395,0
1533222561,46.875,43.945,64.941,4.883,0
1533222561,36.621,44.434,-39.551,5.859,0
1533222561,27.832,38.574,-45.41,1.465,0
1533222561,22.461,35.645,-51.758,-1.465,0
1533222561,42.48,37.109,46.387,4.883,0
1533222561,51.758,36.621,117.676,8.301,0
1533222561,35.645,35.645,-35.156,5.371,0
1533222561,29.297,34.18,-66.406,2.93,0
1533222561,39.062,43.945,-26.367,12.207,0
1533222561,71.289,64.453,68.359,32.715,0
1533222562,106.445,88.379,125.488,56.152,0
1533222562,91.309,97.168,61.523,60.547,0
1533222562,50.781,70.801,-13.672,35.645,0
1533222562,39.551,53.711,-44.434,12.695,0
1533222562,52.734,52.246,62.012,5.371,0
1533222562,64.941,54.199,113.281,11.719,0
1533222562,54.199,50.781,-33.691,10.254,0
1533222562,27.832,44.922,-87.402,-1.953,0
1533222562,24.414,44.434,-62.5,-3.906,0
1533222562,32.715,40.039,0,-6.836,0
1533222562,40.039,38.574,103.027,-3.418,0
1533222562,38.574,48.34,-22.461,10.254,0
1533222562,25.879,57.129,-67.871,10.742,0
1533222562,29.297,59.57,10.742,12.695,0
1533222562,45.41,58.594,3.906,20.02,0
1533222562,58.105,56.152,98.145,17.578,0
1533222562,45.898,49.316,64.453,10.254,0
1533222562,37.598,51.758,-62.988,13.184,0
1533222562,52.734,62.012,-35.156,28.809,0
1533222562,72.266,72.266,66.895,39.551,0
1533222562,73.73,67.383,128.418,32.715,0
1533222562,49.316,51.27,18.066,14.648,0
1533222562,21.973,41.016,-93.262,-3.906,0
1533222562,20.02,35.156,-63.965,-12.695,0
1533222562,31.738,34.668,-21.973,-15.137,0
1533222562,36.621,31.25,76.66,-15.625,0
1533222562,31.25,28.809,78.613,-9.277,0
1533222562,26.367,34.18,-75.195,-0.977,0
1533222562,37.109,44.434,-65.43,2.93,0
1533222562,44.434,45.898,29.785,-3.418,0
1533222562,49.805,36.133,101.562,-5.371,0
1533222562,52.246,35.645,48.828,-0.488,0
1533222562,31.738,36.621,-38.086,-4.395,0
1533222562,17.578,35.645,-51.758,-15.625,0
1533222562,31.25,35.156,-15.137,-14.16,0
1533222562,40.527,30.762,53.223,-13.184,0
1533222562,45.898,35.645,43.945,-6.348,0
1533222562,46.875,44.434,-18.555,5.859,0
1533222562,26.367,41.992,-21.973,-4.883,0
1533222562,17.09,38.086,-53.711,-21.484,0
1533222562,26.855,31.738,8.789,-25.391,0
1533222562,43.457,36.621,110.352,-7.324,0
1533222562,24.902,40.039,-7.324,-2.93,0
1533222562,-1.465,34.668,-66.895,-9.766,0
1533222562,10.742,35.156,-49.316,-8.301,0
1533222562,31.25,32.715,54.199,-13.184,0
1533222562,38.086,32.715,58.105,-14.16,0
1533222562,24.414,30.762,-57.617,-10.254,0
1533222562,12.695,29.785,-63.965,-13.184,0
1533222562,20.996,28.809,-20.508,-14.16,0
1533222562,37.598,31.25,39.551,-8.789,0
1533222562,46.875,32.227,80.566,-6.836,0
1533222562,35.156,28.32,-9.766,-7.812,0
1533222562,20.996,34.18,-58.105,-10.254,0
1533222562,22.949,34.18,-51.27,-10.254,0
1533222562,37.598,30.273,30.762,-10.254,0
1533222562,46.875,32.227,108.398,-10.254,0
1533222562,34.18,30.273,8.789,-9.277,0
1533222562,12.207,31.738,-84.473,-11.23,0
1533222562,6.348,32.715,-66.895,-12.207,0
1533222562,24.414,32.715,-16.602,-11.23,0
1533222562,45.898,33.691,78.125,-5.859,0
1533222562,41.992,33.691,97.656,-3.418,0
1533222562,25.879,35.645,-47.852,-4.395,0
1533222562,22.949,36.621,-56.152,-3.418,0
1533222562,35.645,37.598,51.27,-4.883,0
1533222562,42.48,31.25,111.328,-10.254,0
1533222562,35.156,32.715,34.18,-10.254,0
1533222562,22.461,34.18,-55.176,-7.812,0
1533222562,36.621,33.691,-51.758,-11.23,0
1533222562,46.387,35.156,11.23,-14.16,0
1533222562,47.852,31.738,76.172,-11.23,0
1533222562,44.922,31.738,64.941,-10.254,0
1533222562,23.438,39.551,-36.133,-7.812,0
1533222562,11.719,41.016,-45.41,-4.883,0
1533222562,18.066,36.621,6.836,-7.812,0
1533222562,35.156,35.645,89.355,-4.395,0
1533222562,40.527,36.133,76.66,3.906,0
1533222562,23.438,37.109,-40.527,-1.953,0
1533222562,1.465,35.156,-41.992,-9.766,0
1533222562,4.395,29.785,-50.781,-10.254,0
1533222562,28.32,32.227,22.461,-3.418,0
1533222562,41.016,37.598,33.203,1.953,0
1533222562,20.02,35.645,-119.629,-5.371,0
1533222562,-4.883,29.785,-100.586,-12.207,0
1533222562,5.371,31.25,-64.453,-14.648,0
1533222562,31.25,38.574,21.484,-19.043,0
1533222562,57.129,49.316,71.777,-1.465,0
1533222562,35.156,39.551,-62.5,3.418,0
1533222562,-9.766,24.902,-133.789,-26.367,0
1533222562,-7.812,22.461,-78.125,-28.32,0
1533222562,12.695,22.949,-32.715,-22.949,0
1533222562,23.438,20.996,57.129,-20.508,0
1533222562,7.812,17.09,31.738,-16.113,0
1533222562,-16.602,18.555,-118.652,-21.484,0
1533222562,-11.719,16.113,-100.098,-19.043,0
1533222562,8.301,16.602,-13.184,-13.672,0
1533222562,16.602,17.578,98.633,-5.859,0
1533222562,13.184,18.555,19.043,1.465,0
1533222562,5.371,20.02,-105.957,-0.488,0
1533222562,9.277,19.043,-67.871,0.488,0
1533222562,21.973,19.043,31.738,-0.488,0
1533222562,30.273,20.02,95.215,-1.953,0
1533222562,24.902,22.461,-0.977,6.348,0
1533222562,7.324,24.414,-92.773,5.859,0
1533222562,-0.977,22.461,-51.27,1.953,0
1533222562,16.602,23.926,37.598,5.859,0
1533222562,31.25,22.461,63.477,6.348,0
1533222562,23.438,22.461,17.09,5.859,0
1533222562,7.812,21.973,-57.129,5.859,0
1533222562,-2.93,19.043,-46.875,0.488,0
1533222562,8.301,20.996,-22.461,-1.953,0
1533222562,32.227,24.902,61.523,5.371,0
1533222562,34.668,26.367,87.891,4.395,0
1533222562,13.672,26.367,-53.711,-2.441,0
1533222562,8.301,29.297,-52.246,0,0
1533222562,22.461,25.879,66.895,-3.418,0
1533222562,37.598,27.832,176.27,-4.395,0
1533222562,45.41,33.203,111.328,1.465,0
1533222562,28.809,31.738,20.02,0.977,0
1533222562,11.719,32.227,33.691,-4.395,0
1533222562,22.949,34.668,49.805,-9.277,0
1533222562,38.086,35.156,144.043,-7.812,0
1533222562,41.016,32.227,198.73,-3.906,0
1533222562,27.832,30.762,50.781,-3.906,0
1533222562,12.207,32.227,-1.953,-6.348,0
1533222562,15.625,31.738,35.156,-5.859,0
1533222562,29.785,33.691,107.422,0.977,0
1533222562,33.691,34.18,123.535,0.488,0
1533222562,23.438,31.738,44.922,-3.906,0
1533222562,14.16,32.227,-16.602,0,0
1533222562,18.555,37.598,0.488,1.465,0
1533222562,29.785,37.598,120.117,0,0
1533222562,28.809,31.738,171.875,4.883,0
1533222562,22.461,34.18,66.406,8.789,0
1533222562,20.996,39.551,6.836,12.207,0
1533222562,23.438,35.156,5.859,10.742,0
1533222562,35.645,31.738,72.754,6.348,0
1533222562,47.852,32.227,137.207,10.742,0
1533222562,46.875,32.227,24.414,12.695,0
1533222562,29.297,33.691,-43.945,4.883,0
1533222562,26.855,34.18,1.953,0,0
1533222562,47.363,33.203,54.199,7.324,0
1533222562,52.734,33.691,96.68,11.23,0
1533222562,39.062,34.18,51.27,8.789,0
1533222562,20.996,35.645,-16.113,7.812,0
1533222562,9.277,37.109,1.953,3.906,0
1533222562,20.996,33.691,-3.418,4.395,0
1533222562,37.109,33.691,100.586,1.953,0
1533222562,35.645,39.551,97.168,1.465,0
1533222562,18.555,41.016,-36.133,-1.465,0
1533222562,7.812,37.598,-32.227,-11.23,0
1533222562,21.973,37.109,41.504,-4.395,0
1533222562,42.48,33.691,118.164,2.93,0
1533222562,35.156,33.691,54.199,0,0
1533222562,12.695,38.086,-60.547,1.953,0
1533222562,12.695,38.574,-6.836,1.953,0
1533222562,28.32,36.133,21.484,1.953,0
1533222562,43.457,36.133,84.473,5.371,0
1533222562,49.316,41.504,135.254,10.254,0
1533222562,37.109,41.504,-7.812,9.766,0
